Time,Pulses,wm,PWM,Vbus
62.003516000000005,34.0,356.01837158203125,240.0,5.000004768371582
62.053518,34.0,356.0326232910156,240.0,5.000004768371582
62.10352399999999,34.0,356.004150390625,240.0,5.000004768371582
62.153527999999994,33.0,345.5472717285156,240.0,5.000004768371582
62.203531,33.0,345.5541687011719,240.0,5.000004768371582
62.253534,32.0,335.08282470703125,240.0,5.000004768371582
62.303537000000006,34.0,356.0254821777344,240.0,5.000004768371582
62.353537,34.0,356.046875,240.0,5.000004768371582
62.403537,33.0,345.57489013671875,240.0,5.000004768371582
62.453537,33.0,345.57489013671875,240.0,5.000004768371582
62.50354299999999,33.0,345.533447265625,240.0,5.000004768371582
62.553546,33.0,345.5541687011719,240.0,5.000004768371582
62.603550999999996,33.0,345.54034423828125,240.0,5.000004768371582
62.653555999999995,33.0,345.54034423828125,240.0,5.000004768371582
62.70356099999999,33.0,345.54034423828125,240.0,5.000004768371582
62.753564999999995,33.0,345.5472717285156,240.0,5.000004768371582
62.803572,33.0,345.5265197753906,240.0,5.000004768371582
62.853577,33.0,345.54034423828125,240.0,5.000004768371582
62.903577999999996,33.0,345.5679931640625,240.0,5.000004768371582
62.953579000000005,33.0,345.5679931640625,240.0,5.000004768371582
63.003581999999994,33.0,345.5541687011719,240.0,5.000004768371582
63.053585,32.0,335.08282470703125,240.0,5.000004768371582
63.103590999999994,33.0,345.533447265625,240.0,5.000004768371582
63.153597000000005,33.0,345.533447265625,255.0,5.000004768371582
63.203602000000004,33.0,345.54034423828125,255.0,5.000004768371582
63.253607,34.0,356.0112609863281,255.0,5.000004768371582
63.303608999999994,35.0,366.5041809082031,255.0,5.000004768371582
63.35361399999999,35.0,366.482177734375,255.0,5.000004768371582
63.403616,36.0,376.9757385253906,255.0,5.000004768371582
63.453621999999996,36.0,376.945556640625,255.0,5.000004768371582
63.503624,35.0,366.5041809082031,255.0,5.000004768371582
63.553625999999994,36.0,376.9757385253906,255.0,5.000004768371582
63.603627,36.0,376.9832458496094,255.0,5.000004768371582
63.653628999999995,36.0,376.9757385253906,255.0,5.000004768371582
63.703633999999994,36.0,376.9530944824219,255.0,5.000004768371582
63.753637999999995,36.0,376.9606628417969,255.0,5.000004768371582
63.803644000000006,36.0,376.945556640625,255.0,5.000004768371582
63.85365,35.0,366.474853515625,255.0,5.000004768371582
63.903650999999996,36.0,376.9832458496094,255.0,5.000004768371582
63.953655,35.0,366.489501953125,255.0,5.000004768371582
64.003656,35.0,366.5115051269531,255.0,5.000004768371582
64.053657,36.0,376.9832458496094,255.0,5.000004768371582
64.103663,36.0,376.945556640625,255.0,5.000004768371582
64.153666,36.0,376.9681701660156,255.0,5.000004768371582
64.203666,36.0,376.9908142089844,255.0,5.000004768371582
64.253668,36.0,376.9757385253906,255.0,5.000004768371582
64.303668,36.0,376.9908142089844,255.0,5.000004768371582
64.353673,35.0,366.482177734375,255.0,5.000004768371582
64.403679,35.0,366.474853515625,255.0,5.000004768371582
64.45368,36.0,376.9832458496094,255.0,5.000004768371582
64.503681,35.0,366.5115051269531,255.0,5.000004768371582
64.553684,36.0,376.9681701660156,255.0,5.000004768371582
64.603689,35.0,366.482177734375,255.0,5.000004768371582
64.65369,35.0,366.5115051269531,255.0,5.000004768371582
64.703696,35.0,366.474853515625,255.0,5.000004768371582
64.753697,36.0,376.9832458496094,255.0,5.000004768371582
64.8037,36.0,376.9681701660156,255.0,5.000004768371582
64.853704,36.0,376.9606628417969,255.0,5.000004768371582
64.903708,36.0,376.9606628417969,255.0,5.000004768371582
64.953713,36.0,376.9530944824219,255.0,5.000004768371582
65.003718,35.0,366.482177734375,255.0,5.000004768371582
65.053719,35.0,366.5115051269531,255.0,5.000004768371582
65.103725,35.0,366.474853515625,255.0,5.000004768371582
65.153725,36.0,376.9908142089844,255.0,5.000004768371582
65.20373,35.0,366.482177734375,255.0,5.000004768371582
65.253732,36.0,376.9757385253906,255.0,5.000004768371582
65.303738,36.0,376.945556640625,255.0,5.000004768371582
65.353742,36.0,376.9606628417969,255.0,5.000004768371582
65.403742,36.0,376.9908142089844,255.0,5.000004768371582
65.453742,36.0,376.9908142089844,255.0,5.000004768371582
65.503747,36.0,376.9530944824219,255.0,5.000004768371582
65.553747,36.0,376.9908142089844,255.0,5.000004768371582
65.603749,36.0,376.9757385253906,255.0,5.000004768371582
65.653754,35.0,366.482177734375,255.0,5.000004768371582
65.703754,35.0,366.5188293457031,255.0,5.000004768371582
65.753757,36.0,376.9681701660156,255.0,5.000004768371582
65.80376,36.0,376.9681701660156,255.0,5.000004768371582
65.853761,36.0,376.9832458496094,255.0,5.000004768371582
65.903763,36.0,376.9757385253906,255.0,5.000004768371582
65.953769,36.0,376.945556640625,255.0,5.000004768371582
66.003771,36.0,376.9757385253906,255.0,5.000004768371582
66.053771,36.0,376.9908142089844,255.0,5.000004768371582
66.103771,36.0,376.9908142089844,255.0,5.000004768371582
66.153771,36.0,376.9908142089844,255.0,5.000004768371582
66.203776,36.0,376.9530944824219,255.0,5.000004768371582
66.253782,36.0,376.945556640625,255.0,5.000004768371582
66.303785,35.0,366.4968566894531,255.0,5.000004768371582
66.353787,35.0,366.5041809082031,255.0,5.000004768371582
66.403789,35.0,366.5041809082031,255.0,5.000004768371582
66.453794,35.0,366.482177734375,255.0,5.000004768371582
