Time,accX,accY,accZ,wx,wy,wz
2.4205639999999997,-366.0,-167.0,-16246.0,25.0,-34.0,-30.0
2.4298139999999995,-351.0,-197.0,-16297.0,35.0,-36.0,-29.0
2.440524,-363.0,-131.0,-16219.0,41.0,-31.0,-33.0
2.449872,-331.0,-139.0,-16129.0,46.0,-28.0,-28.0
2.46044,-364.0,-152.0,-16087.0,33.0,-33.0,-26.0
2.4700699999999998,-361.0,-137.0,-16084.0,27.0,-29.0,-30.0
2.480396,-327.0,-141.0,-16172.0,19.0,-32.0,-27.0
2.4901289999999996,-319.0,-143.0,-16249.0,22.0,-29.0,-25.0
2.5003159999999998,-329.0,-130.0,-16262.0,34.0,-35.0,-29.0
2.5101709999999997,-335.0,-137.0,-16229.0,43.0,-36.0,-33.0
2.5201339999999997,-375.0,-114.0,-16134.0,38.0,-36.0,-26.0
2.5303699999999996,-378.0,-148.0,-16075.0,38.0,-31.0,-29.0
2.5401359999999995,-351.0,-136.0,-16107.0,20.0,-32.0,-26.0
2.5501499999999995,-368.0,-99.0,-16185.0,22.0,-33.0,-26.0
2.5602739999999997,-391.0,-180.0,-16264.0,27.0,-29.0,-29.0
2.5701989999999997,-373.0,-138.0,-16290.0,35.0,-33.0,-26.0
2.5802639999999997,-405.0,-150.0,-16243.0,45.0,-33.0,-31.0
2.5902220000000007,-379.0,-147.0,-16119.0,43.0,-31.0,-32.0
2.6001530000000006,-365.0,-179.0,-16063.0,36.0,-34.0,-29.0
2.6101460000000003,-346.0,-160.0,-16062.0,24.0,-30.0,-30.0
2.6202939999999995,-339.0,-168.0,-16177.0,20.0,-33.0,-27.0
2.63021,-330.0,-167.0,-16264.0,28.0,-28.0,-28.0
2.640224,-345.0,-119.0,-16261.0,36.0,-34.0,-27.0
2.6502339999999993,-324.0,-150.0,-16207.0,51.0,-37.0,-26.0
2.660235,-325.0,-148.0,-16113.0,45.0,-33.0,-29.0
2.6701169999999994,-373.0,-199.0,-16075.0,36.0,-34.0,-28.0
2.6801910000000007,-354.0,-149.0,-16098.0,24.0,-36.0,-28.0
2.6902500000000007,-389.0,-158.0,-16171.0,22.0,-29.0,-28.0
2.700208,-380.0,-139.0,-16239.0,23.0,-28.0,-22.0
2.7102459999999997,-367.0,-127.0,-16301.0,35.0,-31.0,-35.0
2.7202669999999998,-383.0,-127.0,-16243.0,49.0,-28.0,-28.0
2.7302739999999996,-338.0,-164.0,-16095.0,46.0,-31.0,-27.0
2.7402499999999996,-350.0,-151.0,-16049.0,42.0,-30.0,-27.0
2.750278,-308.0,-147.0,-16076.0,25.0,-33.0,-31.0
2.760083,-309.0,-189.0,-16150.0,16.0,-30.0,-29.0
2.7701890000000002,-347.0,-166.0,-16271.0,25.0,-34.0,-28.0
2.780158,-312.0,-159.0,-16280.0,43.0,-37.0,-30.0
2.7903540000000007,-338.0,-169.0,-16233.0,46.0,-34.0,-28.0
2.800015,-380.0,-143.0,-16121.0,48.0,-35.0,-27.0
2.8102870000000006,-273.0,-126.0,-16071.0,47.0,-37.0,-20.0
2.820041999999999,-118.0,-155.0,-16058.0,35.0,-40.0,-21.0
2.8304539999999996,16.0,-211.0,-16133.0,29.0,-49.0,-17.0
2.8398959999999995,129.0,-174.0,-16232.0,13.0,-50.0,-15.0
2.850453999999999,-1052.0,-182.0,-16251.0,29.0,-23.0,-32.0
2.859864,-1248.0,-171.0,-16208.0,26.0,-14.0,-35.0
